text,label,dialect,source,arabic_ratio
الفائدة الثانية حق اللي عندهم شغالة في بيتهم ، ماتحتاجين تخربين الحنة والمناكير و شكل أظافرك ف غسيل المواعين,0,msa,arsarcasm_train,1.0
السلام عليكم .. كيفكم يارفاق ؟؟ أبي اسألكم وش التحاليل المهمة اللي ممكن اسويها بعد سنتين من التكميم ؟ #رابطة_المتكممين,0,msa,arsarcasm_train,1.0
"مسجد الفتح, القبة مهدومة",1,egyptian,training_generated,1.0
انشلوتي: في ريال مدريد النتائج هي الأكثر أهمية.,0,msa,isemeval_ar_train,1.0
"""الجريدة | https://t.co/PnzHatdvts: عاجل: خادم الحرمين الشريفين يدعو الرئيس ميشال عون لزيارة...""",0,msa,arsarcasm_train,0.75
الاعلام المصري يقول قبضوا على ٣ حوثيين وجمساويه وايرانيين في سيناء مدري ليش مامعاهم دواعش وقاعده ؟!!!,1,levant,arsarcasm_train,1.0
"""#اليمنية| مجلس الوزراء #السعودي : “ضرورة وضع حد للممارسات #الميليشيا وأعوانهم”https://t.co/Yqxgy1ccVr#التحالف_العربي_سند_اليمن""",0,msa,arsarcasm_train,0.8282828282828283
"""كتاب #لعلها_تبقى_سرا في دار كلمات / جناح 38قاعة رقم 6#معرض_الكويت_الدولي_للكتاب💜 https://t.co/QzxyuZLAhs""",0,msa,arsarcasm_train,0.7662337662337663
ما مشيت الا وانا عندي قناعه من تردّى بالوصل صعب يتسنع,0,gulf,arsarcasm_test,1.0
#عمرو_اديباللواء كامل الوزير ...الجيش يتكفل بمحطه قطار اسوانالريس يشاهد البرنامج 👍 👍 👍 💐,0,levant,ar_sarcasm_hf_train,1.0
ماذاقت عيني النوم من كثر التفكير والشوق .,0,gulf,isemeval_ar_test_A,1.0
نحن أمه يأساده لأيستقيل المدير العام من منصبه وتطاالبون رئيس الدوله يستقيل ؟,0,msa,arsarcasm_train,1.0
المونبيل… يستهزء ويحرض داخلية ابوه ضرب الذين سيخرجون لساحة الصفاة بالضرب(!!!) يكرمون الشعب الكويتي…… صفوت الشريف بمصر زاد الاعداد……,1,msa,arsarcasm_train,1.0
مافيش فرق بينك و بين البقرة ، يمكن البقرة ليها فايدة عنك,1,egypt,isemeval_ar_test_A,1.0
"""RT @Om_yusf1: اللهم إن إخواننا في #حلب ضاقت عليهم الأرض بما رحبت واستقوى عليهم الظالمون فخذ بيدهم وانصرهم نصر عزيز مقتدر#اللهم_آمين_يارب_ا…""",0,msa,arsarcasm_train,0.926605504587156
ستون عاماً وفي لبنان أخوة لاجئين فلسطينيين، ولم يكن لهم وزيراً لشؤونهم!لكن الأخوة النازحين السوريين حظهم مع الحكومة نار#نخترع_وزارة_لوزير,1,gulf,ar_sarcasm_hf_train,1.0
كنا بـ ديمستوراصرنا بـ لافروفاللهم اكفيناهم بما شئت,0,msa,isemeval_ar_train,1.0
تقرير يكشف كيف تتصرّف المرأة عندما يتركها حبيبها https://t.co/PSOlWiN209,0,msa,arsarcasm_test,0.7321428571428571
"""انا بتفح فيسبوك كل شهر مثلا عشان اتفاجئ بال ريكويست مسج و المحن""",1,egypt,arsarcasm_train,1.0
لا أحــد يتألم بــدلاً عنك فــحافظ على قلبك,0,msa,isemeval_ar_test_A,1.0
_ع منطق حقير ولا يتبعه سوى الجبناء هذه نفس تقتل عارف يعني ايه؟ يمكن لو أخوك أو أمك كنت تفهم,0,egypt,arsarcasm_train,1.0
أقول للشتامين مشكلتكم ليست مع الكتاب والإعلاميين بل مع جيل ثائر خذلتموه وخنتموه ثم أصبحتم تحملون دمهوأختم كلامي بقول المرشد ماذنب النباتات؟,1,msa,arsarcasm_train,1.0
🌼حبوب تسقيط🌼🌼حبوب سايتوتك🌼🌼حبوب سايتوتيك🌼🌼تنزيل الحمل🌼🌼اسقاط حمل🌼🌸حبوب أجهاض🌸🌼حبوب الاجهاض🌼🌼حبوب اسقاط🌼🌼برشام اجهاض🌼🌼حبوب للاجهاض🌼🌼تنزيل الجنين🌼🌸اجهاض الجنين🌸🌼تواصل مباشر عبر خاص 🌼🌻🌻🌸🌸🌼🌼🍀🍀🌺🌺دكتورة حنـــان https://t.co/lCw45H35x5 https://t.co/LRX0iIFSZt,0,msa,arsarcasm_test,0.8342541436464088
وزارة الصحة برام الله تنفي ما ورد في بيان مزور حول فرض إغلاق شامل https://t.co/6BXa9KQZGK,0,msa,arsarcasm_train,0.7647058823529411
دنا كنت بحب واحدة لما كانت تقعد كانت الكنبة بترجع,1,egypt,isemeval_ar_train,1.0
"""RT @M_Jarallah: كل عام وبلاد التوحيد وفخر الاسلام بعز وشموخ دامت افراحكم يا الشعب السعودي 💚""",0,msa,arsarcasm_train,0.8472222222222222
@RaedAitch شفيك خربان؟ صورة وحدة مفصخه مشيتها كيعوت مشيتها اما جستن بيبر لا لا😂😂,1,levant,ar_sarcasm_hf_train,0.859375
ثورة وانتصار ونصف قرن من الحكم وبناء دولة #شيوعية وتحدى لأمريكا وصداقة مع جيفارا.. هذا هو #كاسترو .. كيف ترونه؟… https://t.co/eQPohhRLvV,0,levant,ar_sarcasm_hf_train,0.8269230769230769
أشارك في وقفة صامتة بالإسكندرية يدعو إليها شباب مصر تضامنا مع ضحايا التعذيب وإدانة لتلك الممارسات,0,msa,arsarcasm_train,1.0
مركز الشباب فتح دورة تدريب، المدرب بقولك روح اتعلم من اليوتيوب,1,egyptian,training_generated,1.0
زد رصيدك35 المطيري ع قلوبهم .. التمو حزب حسب الله ( الشهاريه ) 😷,0,levant,isemeval_ar_train,1.0
#بالفيديو#الجيش_السوري يستهدف بالصواريخ الموجهة اليات ومواقع للمسلحين في #ميدعاني بالغوطة الشرقية لـ #دمشق#يونيوز https://t.co/Uc8rPh9gXB,0,levant,ar_sarcasm_hf_train,0.8558558558558559
"""توقعات ظهور الركاميات الماطرة على أنحاء متفرقة من مرتفعات #جازان #عسير #الباحة #الطائف #العيص مرتفعات #اليمن… https://t.co/c1zIWbky1l""",0,msa,arsarcasm_train,0.8446601941747572
"""#ماذا_لو_المدارس_مختلطهاتذكرعندماكنت طالبه بالثانويه كانت هناك طالبات يدرسون في السعوديه مبتعثات من المغرب الجزائرواندنوسيا .""",0,msa,arsarcasm_train,1.0
الحريري يلتقي المبعوث الصيني الخاص الى سوريا عند الخامسة عصرا في بيت الوسط,0,msa,isemeval_ar_train,1.0
"""Cadena SER | خافير تيباس يُعلن عن أن كلاسيكو الكامب نو بين ريال مدريد وبرشلونة سوف يقام يوم السبت 3 ديسمبر 5:15م بت… https://t.co/pIgdzBwFNn""",0,msa,arsarcasm_train,0.7428571428571429
خلصصصتتت اخيرا 😤,0,msa,arsarcasm_test,1.0
"""بعد الإنتخابات الأمريكية الأخيرة أثبت الإعلام الغربي أنه إعلام موجّه وغير صادق وأثبت الإعلام العربي أنه ببغائي بامت… https://t.co/jBCZQ61Dkx""",1,msa,arsarcasm_train,0.8596491228070176
#بالتأكيد #الشيعه_في_خطر بسبب اتباعهم #ملالي_إيران_إجرام_باسم_الإسلام #عاشوراء #ياحسين #يازهراء #اليمن_الآن… https://t.co/sNlMYBt1b6,0,msa,arsarcasm_train,0.8415841584158416
- الندم.. بالرغم من صغرها ك كلمة، إلا أن الإحساس بها جدا مؤلم,0,msa,arsarcasm_test,1.0
#كلمتين_وبس أحبك جدآ #الى_احدهم,0,egypt,arsarcasm_train,1.0
أي مستقبل تعنيه و تلوح به بريطانيا!!؟؟ مقولة تذكرني بأوباما وهو يلوح بأيام #بشار_الأسد المعدودة ...,1,msa,arsarcasm_test,1.0
"غرفة الصناعة التقليدية, المعارض غير منظمة",1,algerian,training_generated,1.0
"""عقيلة صالح يشكل لجنة من عمد ومشايخ وحكماء برقة لتتجه الى مدينة #سبها بشكل عاجل للمساهمة بفض النزاع المسلح في المدينة. #ليبيا #المرصد""",0,msa,arsarcasm_train,1.0
"عنوان المصري اليوم ""باسم يوسف يظهر ملتحيا""عنوان غريبكأن الذقن حكر على مجموعة من الاشخاص النمطية مرض",0,egypt,arsarcasm_train,1.0
كيف تنام في 3 دقائق حقيقة علمية وبالتجربة https://t.co/U0NUY4QA1C?Kp4f #ماذا_لو_المدارس_مختلطه #نعم_نستطيع,0,levant,ar_sarcasm_hf_train,0.7721518987341772
"#مصر_تايمز| إحالة ""#طفل_المرور"" لمحكمة الجنح بتهمة تعاطي المخدراتالتفاصيل https://t.co/nrytunzDRi",0,msa,arsarcasm_train,0.7662337662337663
"بيت المتبل, المتبل حامض",1,gulf,training_generated,1.0
الجامعة نظمت مؤتمر، الأساتذة ناموا والطلبة غابوا,1,egyptian,training_generated,1.0
كأن في الآية السابقة دليل على أن الأقرب للواقع يكون الأدرى بالمصلحة #بكفي_حصار #اضبطوا_شركاء_المخلوع # #اليمن #قطر #مصر #تونس,0,msa,arsarcasm_train,1.0
مشهد تمثيلى صامت لطالب في الثانوية ينتظر مرحلة,0,levant,isemeval_ar_train,1.0
"""الجو ف السلاب روسيااا 😂😂بره السلاب السودان 😂😂""",1,levant,arsarcasm_train,1.0
روح يا راجل شوفلك حته ناشفة اقعد فيها,1,egypt,isemeval_ar_train,1.0
"""#لافروف المقاتلين الذين سيرفضون الانسحاب من #حلب_الشرقية سيعاملون كإرهابيين، وأن #روسيا ستدعم الحملة التي سيشنها الجيش السوري عليهم.""",0,msa,arsarcasm_train,1.0
طقس العرب صايرة توقعاتهم دايما غلط 😒😒,0,gulf,isemeval_ar_train,1.0
ممكن امك تكون بتحب الفسيخ بس عيالها وجوزها اللي هو ابوك يعني مش بيحبوه وتكون نفسها فيه بس ماتكلوش عشانهم هي ديه #الأم_المثالية,0,egypt,arsarcasm_train,1.0
"""كودخصم من اوبرلاول مشوارواعتبرهامجانية FyFW4YY9UE #كلمه_تقولها_لما_تتنرفز #من_الاسماء_الجميله#إنت_جربت؟ #اوبر #ابتسم_انها_سنه #عاجل""",0,egypt,arsarcasm_train,0.9245283018867925
فكر عدواني جديد ... ادهس ضباظ وافراد رجال الداخليه وبعدها طلع #شهادة_طب_نفسي وعيش حياتك طبيعي,1,msa,arsarcasm_test,1.0
إستخدام المساجد في العمل السياسي ونشر العنف # #,0,msa,arsarcasm_train,1.0
"تخيل الفنانيين إللي بيحاربوا عشان يظهروا تحت الأضواء وعمالين زي الفرقع لوز يظهروا في كل الفضائيات ,, وبيقولوا عن نفسهم إنهم كلهم وفاء و حنان وهناء وشيرين ههههههههه ماحدش منهم راح يحضر دفن الفنانة هياتم ربنا يرحمنا من كدبهم ونفاقهم جميعآ",1,msa,arsarcasm_test,1.0
| بحرية الاحتلال تهاجم مراكب الصيادين قبالة بحر غزة ولا زالت حماس تلاحق المجاهدين وتعقل السلفيين.. حماس تعتقل السلفيين,0,msa,isemeval_ar_train,1.0
"""أكلاشيه رقم 4 : تمكين الشباب و كنداراجع نتائج انتخابات بريطانيا و أمريكا و النمسا""",0,egypt,arsarcasm_train,1.0
لا اله الا الله الها واحدا ونحن له مسلمون لا اله إلا الله ولا نعبد إلا اياه مخلصين له الدين و لو كره المشركون ~,0,msa,isemeval_ar_test_A,1.0
وفي رقبتنا دول فرقة نتنه هات الأسلحة دي عيال ممله وعيال فانله أوضاع مخله العيشة غلاسة وعيال مجهده,0,egypt,isemeval_ar_train,1.0
نادى الاسير في #جنين يدعوا الى مساندة الاسرى الإداريين المضربين عن الطعام رفضا لسياسة الاعتقال الادارى الغير مبني …,0,msa,arsarcasm_train,1.0
رسميا : جونيور اجاي ينتقل الي فاركو بعد وعد من ادارة شركة فاركو بصرف ادوية مضاده للاكتئاب شهريا علي نفقة الشركه,0,egypt,isemeval_ar_train,1.0
RT @roujrF: #افضل_مباراة_تنس_شاهدتهاويمبلدون فيدرر ٢٠٠٨,0,msa,arsarcasm_train,0.8222222222222222
ابرار وجو 😒 👎🏻,0,msa,isemeval_ar_test_A,1.0
فيديو.. خالد المعجل: الكرة السعودية في كارثة حقيقية لهذا السببhttps://t.co/wGLXfGnAVIاكشن_يا_دوري,0,levant,ar_sarcasm_hf_train,0.7692307692307693
"""#لبناني_يقيم_دوره_مكياج_بالرياضمانكبنى غير براطم نوال الزغبيونهود اليساومؤخرة هيفاء وهبيقلنالكم كله نفخ وهوابس😉😉 يازين نفخهم يلطش""",1,levant,arsarcasm_train,1.0
وحكاية إنه يكتب البذاءات دي بقت قديمة خالصده أكثر الأفلام إسفافا أرقى من خطب بعض مشايخكم اللي طلعتوهم على منصة دعم كذب الرئيسإلعبوا غيرها,1,egypt,arsarcasm_train,1.0
"""أحد يصفقني ويخليني انقلع أذاكر لأن باقي ٣ صفحات ما خلصتها بليز أقروها بلحن لوڤ مي حق جستن بيبر""",0,levant,arsarcasm_train,1.0
"مدرسة التجارة, المدرسين غير مؤهلين",1,egyptian,training_generated,1.0
اصابة في مشاجرة جماعية في محل تجاري في خلدا بسبب دخول فتاة تبحث عن بوكيمون !!,0,msa,arsarcasm_test,1.0
"""نفس القرار الذي صوتت علي مصر في الأمم المتحده ، هو نفس القرار الذي وافق عليه أردوغان في إجتماعه مع بوتين البارحه .""",0,msa,arsarcasm_train,1.0
RT @IsaAlshaheen: | تبا جدار الصامتين |خطبة الشيخ احمدالقطان عن حماة ١٩٨٢وكأنها تتحدث عن حلب ٢٠١٦https://t.co/1T8VU…,0,levant,ar_sarcasm_hf_train,0.7191011235955056
والله يرجاله انا مبتفائلش بالملعب ده خالص,0,egypt,isemeval_ar_test_A,1.0
القطريين اختتطفو لانهم من الاسره الحاكمه وليس لانهم سنه لغرظ مساومتهم في اسراهم في سوريا من حزب الله والله يفك اسرا… https://t.co/gYWdMLfZuG,0,levant,ar_sarcasm_hf_train,0.8407079646017699
ياخي ي ليت موادي فيها رياضيات 💔 🚶🏻‍♂️,0,gulf,isemeval_ar_test_A,1.0
"""🌟🌟توفير كافة #الدراسات_السابقة🗒🗞باللغتين العربية والإنجليزية الخاصة ب #موضوع_الرسالة شامل #المراجع📚📘📕الحديثة… https://t.co/z7x0bWeQvk""",0,msa,arsarcasm_train,0.8446601941747572
@QSD_Jabha أهبل و غبي من يفسر أحاديث الرايات الصفر ضد الرايات السود بأن الآولى حزب الله اللبناني. لم أسمع في حياتي أباطيل و طرهات مثل هذا,1,gulf,ar_sarcasm_hf_train,0.926605504587156
#ماذا_لو_المدارس_مختلطهكان طلعت لنا أجيال سليمة نفسيا وأخلاقيا..بعيدا عن الشذوذ والتخلف.,0,levant,ar_sarcasm_hf_train,1.0
الحب مثل (العمل) ﻻغبت جاء فصلك .. مافيه أحد راتبه يمشي وهو فآصل !!️,0,gulf,isemeval_ar_test_A,1.0
الدنيا مش ابيض يااسود دنيا كل الالوان حط لوني على لونك نوصل ابعد مكان كل حلم وله بداية بس شرط تكون معايا كاريوكى,0,egypt,isemeval_ar_train,1.0
"""اسئل الله أن يردهم اقوى من أول نحن امة اعزنا الاسلام #تكفي_يابو_فهد_نحتاج_للهييه""",0,msa,arsarcasm_train,1.0
الاعلامي المحترم يوسف الحسيني يطالب بإعادة فتح التحقيق في حريق مسرح قصر ثقافة بني سويف2005,0,msa,arsarcasm_train,1.0
الجزيرة القناة الرسمية لخطابات بن لادن بتقول ان ايران هى الى كانت بتدعم القاعدة,0,msa,arsarcasm_train,1.0
"الوزارة وزعت نظارات للطلاب, النظارات غير طبية",1,msa,training_generated,1.0
"""#أخبار_الاردن | #ترامب و #ستولتنبرغ يبحثان مستقبل #الناتو https://t.co/CfdhHkwdFf""",0,msa,arsarcasm_train,0.7096774193548387
"سحر النوم والراحة مع #مصطفى_حسني ،، جميلة =)""",0,msa,arsarcasm_train,1.0
#اليمنية| #الدفاع_الجوي بـ #تعز بعد تحريره#التحالف_العربي_سند_اليمن#جنود_التحالف_سند_لليمن https://t.co/t9Yj27CxBq,0,magreb,ar_sarcasm_hf_train,0.8275862068965517
نفسي حد بعد عزاب الامتحانات يعملي سربرايز ويغيرلي المود كدا,0,egypt,isemeval_ar_test_A,1.0
مشايخ البيادة عكس اسمائهم احمد الطيب اقسي قلب مسلم على جمعه ألغى صلاة الجمعه احمد كريمة ابخل فى الحق,1,egypt,arsarcasm_train,1.0
مع هالجو الكئيب ماضحكني الا اخبار عن ايقاف مهرجانات الرياض والشرقيه! مادرينا عنكم ياكرنفالات البرازيل,0,msa,arsarcasm_train,1.0
حرية التعبير لا تتضمن التحريض على العنف و الفتنة الطائفية بل هو خطاب كراهية,0,msa,arsarcasm_train,1.0
"""رئيس مجلس إدارة شركة ""باتا"": بدأنا فى تصنيع الشبشب الفندقى والفنادق طلبت عينات منه#كل_يوم | #ON_E | #عمرو_اديبhttps://t.co/GIFVb6jz8l""",0,msa,arsarcasm_train,0.8061224489795918
كانوا رجال #مرسى_رئيسى #كانوا_رجال #الشعب_يرد_تحية_الرئيس #أنا_حازم #سنحيا_كراما,0,msa,arsarcasm_train,1.0
معايا موز ومعايا خوخه :),0,egypt,arsarcasm_test,1.0
والله الدنيا ديه مسخرة ... الواحد يقعد يلف يلف حوالين نفسه وفي الآخر يبص يلاقي إن كل ده كان عالفاضي وإنه رجع تاني لنفس المكان !! :),1,egypt,arsarcasm_train,1.0
من يريد ان يقدم لوطنة سىء لا ينشغل بالدفاع أو إيذاء الآخرين أبو الفتوح يتحدث الآن #,0,msa,arsarcasm_train,1.0
في بنت ما حطت غنية single lady بعرسها وقت بدا ترمي 💐لصديقاتها السينغلز..صار زوجها بيونسيه يهديها🌷🌹فطلّقت بعد فترة وعملت divorce partyعالموضة,0,gulf,ar_sarcasm_hf_train,0.808695652173913
"""ايامي قبلك تسوي ايه !! وحياتي بعدك اعيشها ليه؟؟حكايتنا لو يا حبيبي حلم ، ياريت تسبني عايشه فيه. #اليسا ✨. https://t.co/ZUXnLQfYcO""",0,egypt,arsarcasm_train,0.8163265306122449
تغيير اوباما لموقفه لدعم الانقلاب يكشف نجاحا لاسرائيل فى رعاية الانقلاب اليهود بيحركونا ويساعدونا فين ايام شتيمة: انت يهودى,1,egypt,arsarcasm_train,1.0
لدي رغبة عارمة في الانتقام لو جاءتني الفرصة سأكون اكثر شراسة منهم #اعترافات_ليلية,0,msa,arsarcasm_train,1.0
"""@roroazotb3 ماقلبو اليوم شفت هيلة تكتب عن حقوق المرأة هما بس ضد أنو نستعمل الأعلام الغربي ومعاهم حق ..!!""",0,gulf,arsarcasm_train,0.8875
البابا شنودة الثالث كان وطنيا مخلصا ومصريا عظيما رحمه الله,0,msa,arsarcasm_train,1.0
أَعتقد أَنَ أَول خطوةٍ للتصالحِ مع الذات، هو أنّ يبقى الشخص ممتناً للأخطاءِ التي أوصلتهُ لمرحلة الوعي.,0,msa,arsarcasm_train,1.0
في حالة رجوع #احمد_شفيق فعلا ودا مستبعد ، سيحدث انقسام بين صفوف المعرصين ، وعودة قويه لرجالة مبارك. #احمد_شفيق,1,msa,ar_sarcasm_hf_train,1.0
"""قوات #الاحتلال تجري عمليات تفتيش في قرية #حزما شمال شرق مدينة #القدس المحتلة بعد رشق حافلة للمستوطنين بالحجارة قبل قليل.""",0,msa,arsarcasm_train,1.0
المحامي في الجنايات نشيط، يحضر الجلسة متأخر ويطلب تأجيل,1,algerian,training_generated,1.0
"الوزير افتتح فرعاً للبنك, الفرع بلا أجهزة",1,msa,training_generated,1.0
"الوزارة أعلنت عطلة, العطلة بدون مرتب",1,msa,training_generated,1.0
"#مشاهير عاصي الحلاني عن فضيحة ""بيغ أبل أوورد"": وحياة أولادي لم أدفع مالاً مقابل جائزتي: أثار مقال نشره الإعلا... https://t.co/qaGFCx85ZV",0,levant,ar_sarcasm_hf_train,0.8431372549019608
قصة الحكومة تاخد ثقة النواب مثل النواب الحاليين وبهاي الطريقة التافهة لا تعود للوطن والمواطن باي فائدة,1,msa,arsarcasm_test,1.0
"الطريق إلى قسنطينة, المنعرج خطير",1,algerian,training_generated,1.0
شوفوا حق سعوده شخص كذاب وهذا رده بالخاص لما قفطته https://t.co/JjP5aOFKlF,1,gulf,arsarcasm_train,0.7017543859649122
"""قي عز ماكان #السيسي شايل روحه على كفه علشان يحمي بلده كان #أحمد_شفيق بيضرب جمبري ويعمل ساونا وجاكوزي بدبي قولوا الصدق صح ولآ غلطهنهزر!""",1,egypt,arsarcasm_train,1.0
الهوىٰ لملم عناقيده #فيروز 💕,0,levant,ar_sarcasm_hf_train,1.0
مش كفاية بقى بقى يا بيشو ؟ انا حاسة اني في سوريا مفيش خرم مفهوش حاجتين شاورما سوري و سوريين. وحشني يا مصرييييننن,1,egypt,arsarcasm_train,1.0
وصلنا لمرحلة انتهى فيها الكلام، ومات حمّاس المحاولات صرنا واقفين ننتظر الوضع يتعدل حاله أو نتركه مثل ماهو.#كلنا_ااالدلمانيKtBKD,0,msa,arsarcasm_train,0.9532710280373832
"٨٠٠ شهيد في #سوريا منذ مبادرة عنان! و مازال وقف إطلاق النار ""الحذر"" مستمر! #syria",0,msa,arsarcasm_test,0.9180327868852459
#عاجل | قوات الاحتلال تقتحم بلدة #بيت_عوا جنوب غرب #الخليل.#فلسطين,0,levant,ar_sarcasm_hf_train,1.0
أمير العمري: الشتا اللي فات : شهادة سينمائية بليغة عن الثورة,0,msa,isemeval_ar_train,1.0
""" لكنه كان يشبه الطمأنينة بعد مسافةٍ من الخوف، كان شيئًا مألوفًا للقلب، يغلّفه بطريقة مذهلة""♥️🤍.",0,msa,arsarcasm_train,1.0
_: #معرض_الكتاب كتاب : المشوق إلى القراءة وطلب العلم لـ الشيخ _,0,levant,ar_sarcasm_hf_train,1.0
"وتطلع علينا لميـس يـار وهي بتصرخ تقول ,, اللـه عليكي يا شـريـفـة هي دي الشريفة بنت الشريفة ههههههههههههه #إيران_بتولع",1,egypt,arsarcasm_train,1.0
"شبكة رصد الإخوانية بتسلم ابنها ""عمر فرّاج"" تسليم زفر وبيقولوا انه جاسوس لتركيا ،ويقولك احنا إخوان #سلملي_على_اخلاق_الجماعة #مصر #فلسطين",1,egypt,arsarcasm_train,1.0
أعتقال الناشط اليساري هيثم محمدين يكشف بوضوح أن العسكر يستهدف المد الثوري أي كان لونه أو شكله أو إنتماءه وأن …,0,msa,arsarcasm_train,1.0
2 وقوى وطنية توقع على وثيقة الأزهر المتوازنة لنبذ العنف فيزايد عليها بعض جمهورها وفورا يبدأ بعض قياداتها بمكيافيلية في التنصل من الوثيقة,0,msa,arsarcasm_train,1.0
"""GTA V باعت ٦ مليون نسخة من اللعبة ببريطانيا بساكثر لعبة مبيعاً بتاريخ بريطانيا !""",0,egypt,arsarcasm_train,0.9384615384615385
تبرعات الهلال الاحمر الكويتي لن تسلم للهلال الأحمر السوري وإنما لبعض المنظمات الدولية الداعمة للمسلحين وللهلال الأحمر القطري أي(جبهة النصرة),0,msa,isemeval_ar_train,1.0
إذا استمرت القيادة المصرية الحالية في نهجها فسنرى تمردا وإرهابا في مصر,0,msa,isemeval_ar_train,1.0
"""#اليمنية| قائد #المنطقة_السابعة يعقد اجتماع مع قيادات الألوية التابعة للمنطقةhttps://t.co/GQTs7u8Hp5#التحالف_العربي_سند_اليمن""",0,msa,arsarcasm_train,0.85
#النسويات_حثاله_المجتمع شكلي الوحيده الي مدري وش قصتهم 😬اتقهوى واكبر همي كيف اقنع زوجي يعطيني حق الطلبيه كله من عروض فبراير😂 https://t.co/lX1q8zb8YQ,0,msa,arsarcasm_train,0.8695652173913043
اذا ابدعو فيه مثل هاري بوتر بتصير سلسله عظيمه,0,levant,arsarcasm_train,1.0
إستخدام المساجد في العمل السياسي ونشر العنف,0,msa,isemeval_ar_train,1.0
النفاق مدمر طاهر ابو زيد يلغي المشاركة في ألعاب الفرانكفون ويحول ميزانية المشاركة لصندوق دعم مصر المناصب للمصائب,1,egypt,arsarcasm_train,1.0
اقتصاد: 5000 سيارة سورية مهددة بالحجز في تركيا: أفادت مصادر متعددة لـ “اقتصاد” بأن شرطة المرور التركية (ترافي... https://t.co/fpWwVhSYE0,0,levant,ar_sarcasm_hf_train,0.83
"بالرغم من إني أقسمت إني مش هاتفرج علي أي مباريات كورة عربي نهائي , إلا إني أهنئ لاعبي المنتخب بسلامة الوصول لمصر , وأتمني لهم التوفيق في الأعوام القادمة , #إتحاد_الكرة_المصري_كله_معرصين #الفساد_تاج_علي_رؤوس_المعرصين",0,msa,arsarcasm_train,1.0
روبيرتسون هيلعب؟,0,msa,arsarcasm_train,1.0
نفسي ارجع لأيام كانت الحاجه الوحيده اللي مش تخليني اعرف انام لما يبقي عندي رحله في المدرسه تاني يوم ذكريات مدرسية,0,egypt,isemeval_ar_train,1.0
RT @saadalbreik: #أمريكا صنفت #الإرهاب وسكتت عن إرهاب #إيرانلكن خوفها من المشاكل الاقتصادية جعل لعابها يسيلعلى أموال المملكة #جاستا_الع…,0,levant,ar_sarcasm_hf_train,0.8818181818181818
لو بأيدك تعمل خير وتوفر الدفا لأسرة، ليه تستنى؟!!بـ 150 جنيه بس مع مؤسسة #مصر_الخير تقدر تقدم لأسرة كرتونة مواد غذائية 11 كيلو توفر لهم وجبات سخنة في وقت البرد، خلي خيرك دفا لغيرك وأتبرع على https://t.co/wAbm71iWsV أو اتصل على 16140 يوصلك مندوبنا #سكن_ودفا#خيرك_دفا_لغيرك https://t.co/uQj3wbx1jA,0,msa,arsarcasm_test,0.8532110091743119
الزعيم العربي حتئ وان أدت سياسته إلئ تدمير نصف الاقتصاد ونهب النصف الثاني يبقئ هو الأمين عَِلئ ثروات آلامه.,1,msa,arsarcasm_test,1.0
دا واد خلاصة كييف مصاصة,1,egypt,isemeval_ar_train,1.0
هيلاري كلنتون لم ولن تنسى خيانة زوجها لها وسر تمسكها به لأنهم من جيل لا يعرف الطلاق.,0,msa,arsarcasm_train,1.0
"الخدمة المدنية, الترقية بالمعرفة",1,algerian,training_generated,1.0
قشدة يابت تسلم البقرة اللى خلفتك,1,egypt,isemeval_ar_train,1.0
صحيفة عاجل الإلكترونية/ #الأمير_محمد_بن_سلمان يلتقي مبعوث #واشنطن لمكافحة #داعش - - عبر نبض @NabdApp https://t.co/PBTqXoDdVs,0,levant,ar_sarcasm_hf_train,0.7368421052631579
الإجابة رقم ٣,0,egypt,isemeval_ar_test_A,1.0
عزيزتي الدنيا انتي شنو مشكلتج معاي ؟,0,gulf,isemeval_ar_test_A,1.0
سجل مع اوبر بسيارتك الخاصة للعمل في اوقات فراغك ومتى شئت رابط التسجيل في #أوبرhttps://t.co/QTBQtzzwcZ,0,levant,ar_sarcasm_hf_train,0.7777777777777778
لندن تحظر على وزارئها ارتداء ساعات أبل .. والسبب ؟! https://t.co/VUb1M4cpKw,0,levant,ar_sarcasm_hf_train,0.7090909090909091
المسؤول متواضع، يركب مرسيدس للشغل,1,egyptian,training_generated,1.0
#الامة_العربية أنا بقول نختصر الموضوع و نموت من الهم أو جلطة على السريع !! أريحلنا و أريح للكل صدقوني ! !!,1,egypt,arsarcasm_train,1.0
قال : أنا رجال أقدح من رأسي ،فقلت: شف العيال في الحوش يدورون لهم ولاعة عطهم رأسك يالقداحة;-).. ! #صباح_الخير #تصريح_البلطان,1,msa,arsarcasm_test,1.0
"""افضلي اتجاهل كل شيء واقعد اشوف هاري بوتر اليوم والله افضل ملجئ""",0,egypt,arsarcasm_train,1.0
سبحان العاطى الوهاب من بعد الشبشب والاوبئاب,1,egypt,isemeval_ar_train,1.0
"""شارك الرابطة معلوماتك عن ـجامعة #ليفربول#جامعات_بريطانيا #الرابطة_السعودية_بريطانيا https://t.co/FXv7ZqFmHo""",0,msa,arsarcasm_train,0.8068181818181818
عقد آمر #الحرس_الرئاسي العميد نجمي الناكوع اجتماع(14 أكتوبر)مع قائد قوات الافريكوم الجنرال والدهاوزر لمناقشة دعم… https://t.co/YlzKlocciA,0,levant,ar_sarcasm_hf_train,0.8363636363636363
